Epochs 000, train loss: nan, train acc: 0.01, valid loss: 1.35, valid acc: 0.16, test loss: 1.36, test acc: 0.18
Epochs 001, train loss: nan, train acc: -0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
