Epochs 000, train loss: nan, train acc: -0.11, valid loss: 1.40, valid acc: -0.62, test loss: 1.40, test acc: -0.55
Epochs 001, train loss: nan, train acc: -0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
