Epochs 000, train loss: nan, train acc: -0.25, valid loss: 1.55, valid acc: -0.78, test loss: 1.54, test acc: -0.71
Epochs 001, train loss: nan, train acc: 0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
