Epochs 000, train loss: nan, train acc: 0.02, valid loss: 1.44, valid acc: 0.15, test loss: 1.45, test acc: 0.15
Epochs 001, train loss: nan, train acc: 0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
