Epochs 000, train loss: nan, train acc: -0.06, valid loss: 1.42, valid acc: -0.71, test loss: 1.43, test acc: -0.65
Epochs 001, train loss: nan, train acc: 0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
