Epochs 000, train loss: nan, train acc: -0.07, valid loss: 1.54, valid acc: -0.83, test loss: 1.54, test acc: -0.76
Epochs 001, train loss: nan, train acc: -0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
