Epochs 000, train loss: nan, train acc: -0.04, valid loss: 1.32, valid acc: -0.47, test loss: 1.32, test acc: -0.44
Epochs 001, train loss: nan, train acc: -0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
