Epochs 000, train loss: nan, train acc: -0.18, valid loss: 1.46, valid acc: -0.76, test loss: 1.46, test acc: -0.69
Epochs 001, train loss: nan, train acc: 0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
