Epochs 000, train loss: nan, train acc: -0.02, valid loss: 1.34, valid acc: 0.21, test loss: 1.34, test acc: 0.21
Epochs 001, train loss: nan, train acc: -0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
