Epochs 000, train loss: nan, train acc: -0.07, valid loss: 1.48, valid acc: -0.85, test loss: 1.48, test acc: -0.78
Epochs 001, train loss: nan, train acc: -0.01, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
