Epochs 000, train loss: 0.95, train acc: 0.51 (std 0.00), valid loss: 1.40, valid acc: 0.20 (std 0.01), test loss: 1.37, test acc: 0.23 (std 0.01)
Epochs 001, train loss: 0.92, train acc: 0.53 (std 0.00), valid loss: 0.96, valid acc: 0.46 (std 0.01), test loss: 0.85, test acc: 0.59 (std 0.01)
Epochs 002, train loss: 0.91, train acc: 0.54 (std 0.00), valid loss: 0.95, valid acc: 0.49 (std 0.01), test loss: 0.81, test acc: 0.62 (std 0.01)
Epochs 003, train loss: 0.91, train acc: 0.54 (std 0.00), valid loss: 0.94, valid acc: 0.50 (std 0.01), test loss: 0.80, test acc: 0.62 (std 0.01)
Epochs 004, train loss: 0.91, train acc: 0.54 (std 0.00), valid loss: 0.94, valid acc: 0.48 (std 0.01), test loss: 0.82, test acc: 0.61 (std 0.01)
Epochs 005, train loss: 0.90, train acc: 0.54 (std 0.00), valid loss: 0.92, valid acc: 0.49 (std 0.01), test loss: 0.80, test acc: 0.61 (std 0.01)
Epochs 006, train loss: 0.90, train acc: 0.54 (std 0.00), valid loss: 0.96, valid acc: 0.47 (std 0.01), test loss: 0.83, test acc: 0.58 (std 0.01)
Epochs 007, train loss: 0.90, train acc: 0.55 (std 0.00), valid loss: 0.94, valid acc: 0.46 (std 0.01), test loss: 0.83, test acc: 0.58 (std 0.01)
Epochs 008, train loss: 0.92, train acc: 0.54 (std 0.00), valid loss: 0.95, valid acc: 0.49 (std 0.01), test loss: 0.82, test acc: 0.60 (std 0.01)
Epochs 009, train loss: 0.92, train acc: 0.54 (std 0.00), valid loss: 1.02, valid acc: 0.48 (std 0.01), test loss: 0.82, test acc: 0.57 (std 0.01)
