Epochs 000, train loss: 0.97, train acc: 0.53 (std 0.00), valid loss: 1.43, valid acc: 0.19 (std 0.02), test loss: 1.48, test acc: 0.14 (std 0.02)
Epochs 001, train loss: 0.95, train acc: 0.53 (std 0.00), valid loss: 1.03, valid acc: 0.52 (std 0.03), test loss: 0.84, test acc: 0.59 (std 0.03)
Epochs 002, train loss: 0.95, train acc: 0.54 (std 0.00), valid loss: 1.04, valid acc: 0.53 (std 0.03), test loss: 0.85, test acc: 0.59 (std 0.03)
Epochs 003, train loss: 0.95, train acc: 0.54 (std 0.00), valid loss: 1.00, valid acc: 0.54 (std 0.03), test loss: 0.84, test acc: 0.60 (std 0.02)
Epochs 004, train loss: 0.95, train acc: 0.54 (std 0.00), valid loss: 1.03, valid acc: 0.53 (std 0.03), test loss: 0.84, test acc: 0.59 (std 0.02)
Epochs 005, train loss: 0.94, train acc: 0.54 (std 0.00), valid loss: 0.99, valid acc: 0.54 (std 0.03), test loss: 0.84, test acc: 0.60 (std 0.02)
