Epochs 000, train loss: 1.04, train acc: 0.51 (std 0.00), valid loss: 1.41, valid acc: 0.20 (std 0.02), test loss: 1.38, test acc: 0.27 (std 0.02)
Epochs 001, train loss: 0.94, train acc: 0.55 (std 0.00), valid loss: 1.53, valid acc: 0.26 (std 0.02), test loss: 1.59, test acc: 0.25 (std 0.02)
Epochs 002, train loss: 0.91, train acc: 0.56 (std 0.00), valid loss: 1.24, valid acc: 0.34 (std 0.02), test loss: 1.32, test acc: 0.29 (std 0.02)
