Epochs 000, train loss: 0.97, train acc: 0.52 (std 0.00), valid loss: 1.33, valid acc: 0.37 (std 0.02), test loss: 1.33, test acc: 0.38 (std 0.02)
Epochs 001, train loss: 0.96, train acc: 0.53 (std 0.00), valid loss: 1.02, valid acc: 0.53 (std 0.03), test loss: 0.85, test acc: 0.59 (std 0.02)
Epochs 002, train loss: 0.95, train acc: 0.53 (std 0.00), valid loss: 1.02, valid acc: 0.52 (std 0.03), test loss: 0.86, test acc: 0.59 (std 0.02)
Epochs 003, train loss: 0.95, train acc: 0.54 (std 0.00), valid loss: 1.07, valid acc: 0.51 (std 0.03), test loss: 0.88, test acc: 0.59 (std 0.03)
Epochs 004, train loss: 0.95, train acc: 0.54 (std 0.00), valid loss: 1.07, valid acc: 0.51 (std 0.03), test loss: 0.88, test acc: 0.58 (std 0.03)
Epochs 005, train loss: 0.95, train acc: 0.53 (std 0.00), valid loss: 1.06, valid acc: 0.51 (std 0.03), test loss: 0.87, test acc: 0.59 (std 0.02)
