Epochs 000, train loss: 0.96, train acc: 0.54 (std 0.00), valid loss: 1.33, valid acc: 0.37 (std 0.01), test loss: 1.36, test acc: 0.33 (std 0.01)
Epochs 001, train loss: 0.94, train acc: 0.56 (std 0.00), valid loss: 0.90, valid acc: 0.53 (std 0.01), test loss: 0.93, test acc: 0.52 (std 0.01)
Epochs 002, train loss: 0.93, train acc: 0.56 (std 0.00), valid loss: 0.96, valid acc: 0.48 (std 0.01), test loss: 0.96, test acc: 0.53 (std 0.01)
Epochs 003, train loss: 0.92, train acc: 0.56 (std 0.00), valid loss: 0.97, valid acc: 0.45 (std 0.01), test loss: 1.01, test acc: 0.42 (std 0.01)
Epochs 004, train loss: 0.92, train acc: 0.57 (std 0.00), valid loss: 0.92, valid acc: 0.55 (std 0.01), test loss: 0.93, test acc: 0.56 (std 0.01)
Epochs 005, train loss: 0.92, train acc: 0.57 (std 0.00), valid loss: 0.95, valid acc: 0.48 (std 0.01), test loss: 0.97, test acc: 0.50 (std 0.01)
Epochs 006, train loss: 0.91, train acc: 0.57 (std 0.00), valid loss: 0.93, valid acc: 0.54 (std 0.01), test loss: 0.94, test acc: 0.55 (std 0.01)
Epochs 007, train loss: 0.91, train acc: 0.57 (std 0.00), valid loss: 0.90, valid acc: 0.53 (std 0.01), test loss: 0.94, test acc: 0.54 (std 0.01)
Epochs 008, train loss: 0.91, train acc: 0.57 (std 0.00), valid loss: 0.96, valid acc: 0.46 (std 0.01), test loss: 0.96, test acc: 0.50 (std 0.01)
Epochs 009, train loss: 0.91, train acc: 0.57 (std 0.00), valid loss: 0.93, valid acc: 0.50 (std 0.01), test loss: 0.95, test acc: 0.52 (std 0.01)
