Epochs 000, train loss: 0.99, train acc: 0.49 (std 0.00), valid loss: 1.37, valid acc: 0.35 (std 0.02), test loss: 1.41, test acc: 0.28 (std 0.02)
Epochs 001, train loss: 0.95, train acc: 0.51 (std 0.00), valid loss: 1.02, valid acc: 0.46 (std 0.03), test loss: 0.83, test acc: 0.57 (std 0.03)
Epochs 002, train loss: 0.93, train acc: 0.52 (std 0.00), valid loss: 0.99, valid acc: 0.46 (std 0.03), test loss: 0.82, test acc: 0.60 (std 0.03)
Epochs 003, train loss: 0.93, train acc: 0.52 (std 0.00), valid loss: 0.97, valid acc: 0.47 (std 0.03), test loss: 0.81, test acc: 0.58 (std 0.03)
Epochs 004, train loss: 0.92, train acc: 0.53 (std 0.00), valid loss: 0.95, valid acc: 0.49 (std 0.03), test loss: 0.82, test acc: 0.56 (std 0.03)
Epochs 005, train loss: 0.92, train acc: 0.53 (std 0.00), valid loss: 0.95, valid acc: 0.49 (std 0.03), test loss: 0.79, test acc: 0.59 (std 0.03)
Epochs 006, train loss: 0.92, train acc: 0.53 (std 0.00), valid loss: 0.93, valid acc: 0.51 (std 0.03), test loss: 0.78, test acc: 0.60 (std 0.03)
Epochs 007, train loss: 0.91, train acc: 0.53 (std 0.00), valid loss: 0.97, valid acc: 0.49 (std 0.03), test loss: 0.82, test acc: 0.57 (std 0.03)
Epochs 008, train loss: 0.91, train acc: 0.54 (std 0.00), valid loss: 0.95, valid acc: 0.50 (std 0.03), test loss: 0.77, test acc: 0.61 (std 0.03)
Epochs 009, train loss: 0.92, train acc: 0.53 (std 0.00), valid loss: 0.95, valid acc: 0.50 (std 0.03), test loss: 0.78, test acc: 0.60 (std 0.03)
