Epochs 000, train loss: nan, train acc: -0.08, valid loss: 1.51, valid acc: -0.90, test loss: 1.52, test acc: -0.84
Epochs 001, train loss: nan, train acc: -0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
