Epochs 000, train loss: 0.92, train acc: 0.53, valid loss: 1.37, valid acc: 0.30, test loss: 1.33, test acc: 0.37
Epochs 001, train loss: 0.90, train acc: 0.54, valid loss: 0.94, valid acc: 0.51, test loss: 0.89, test acc: 0.55
Epochs 002, train loss: 0.90, train acc: 0.55, valid loss: 0.93, valid acc: 0.53, test loss: 0.92, test acc: 0.51
Epochs 003, train loss: 0.90, train acc: 0.55, valid loss: 0.94, valid acc: 0.52, test loss: 0.89, test acc: 0.55
