Epochs 000, train loss: nan, train acc: -0.05, valid loss: 1.57, valid acc: -0.59, test loss: 1.58, test acc: -0.58
Epochs 001, train loss: nan, train acc: -0.00, valid loss: nan, valid acc: 0.00, test loss: nan, test acc: 0.00
